;;;;;;;;;سعودي;سعودي;سعودي;غير سعودي;غير سعودي;غير سعودي;المجموع;المجموع;المجموع;NA
YR;SS;DS;IT;IN;CO;SE;SP;SSYS;ذكر ;أنثى ;جملة ;ذكر ;أنثى ;جملة ;ذكر ;أنثى ;جملة ;GE
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في الإدارة والإشراف التربوي;جملة;جملة;34;60;94;0;0;0;34;60;94;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في الإدارة والإشراف التربوي;التربية في الإدارة والإشراف التربوي;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في الإدارة والإشراف التربوي;التربية في الإدارة والإشراف التربوي;ماجستير;34;60;94;0;0;0;34;60;94;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في الإدارة والإشراف التربوي;التربية في الإدارة والإشراف التربوي;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في الإدارة والإشراف التربوي;التربية في الإدارة والإشراف التربوي;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في الإدارة والإشراف التربوي;التربية في الإدارة والإشراف التربوي;جملة;34;60;94;0;0;0;34;60;94;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في وسائل وتكنولوجيا التعليم;جملة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في وسائل وتكنولوجيا التعليم;جملة;ماجستير;28;53;81;0;0;0;28;53;81;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في وسائل وتكنولوجيا التعليم;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في وسائل وتكنولوجيا التعليم;جملة;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في وسائل وتكنولوجيا التعليم;جملة;جملة;28;53;81;0;0;0;28;53;81;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في وسائل وتكنولوجيا التعليم;التربية في وسائل وتكنولوجيا التعليم;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في وسائل وتكنولوجيا التعليم;التربية في وسائل وتكنولوجيا التعليم;ماجستير;28;53;81;0;0;0;28;53;81;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في وسائل وتكنولوجيا التعليم;التربية في وسائل وتكنولوجيا التعليم;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في وسائل وتكنولوجيا التعليم;التربية في وسائل وتكنولوجيا التعليم;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;التربية في وسائل وتكنولوجيا التعليم;التربية في وسائل وتكنولوجيا التعليم;جملة;28;53;81;0;0;0;28;53;81;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;الحاسب;جملة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;الحاسب;جملة;ماجستير;8;0;8;0;0;0;8;0;8;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;الحاسب;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;الحاسب;جملة;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;الحاسب;جملة;جملة;8;0;8;0;0;0;8;0;8;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;الحاسب;تقنيات الحاسب وإدارة النظم;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;الحاسب;تقنيات الحاسب وإدارة النظم;ماجستير;8;0;8;0;0;0;8;0;8;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;الحاسب;تقنيات الحاسب وإدارة النظم;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;الحاسب;تقنيات الحاسب وإدارة النظم;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;الحاسب;تقنيات الحاسب وإدارة النظم;جملة;8;0;8;0;0;0;8;0;8;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;المحاسبة;جملة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;المحاسبة;جملة;ماجستير;14;6;20;0;0;0;14;6;20;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;المحاسبة;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;المحاسبة;جملة;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;المحاسبة;جملة;جملة;14;6;20;0;0;0;14;6;20;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;المحاسبة;العلوم في المحاسبة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;المحاسبة;العلوم في المحاسبة;ماجستير;11;6;17;0;0;0;11;6;17;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;المحاسبة;العلوم في المحاسبة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;المحاسبة;العلوم في المحاسبة;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;كليات الشرق العربي للدراسات العليا;المحاسبة;العلوم في المحاسبة;جملة;11;6;17;0;0;0;11;6;17;
